asset,episode_id,start_date,end_date,duration_days,start_close,end_close,min_close,max_close,start_rsi2,end_rsi2,min_rsi2,ret_day1_hold3_pct,ret_day2_hold3_pct,ret_day3_hold3_pct,ret_after_episode_hold3_pct
SPY,SPY_25,2026-03-19,2026-03-20,2,660.3,651.47,651.47,660.3,6.7,7.15,6.7,-2.45,0.54,,0.34
SPY,SPY_26,2026-03-26,2026-03-27,2,646.17,630.14,630.14,646.17,0.0,0.0,0.0,-2.56,-0.33,,2.43
SPY,SPY_27,2026-03-30,2026-03-30,1,628.07,628.07,628.07,628.07,0.0,0.0,0.0,4.19,,,0.85
SPY,SPY_28,2026-05-04,2026-05-04,1,716.3,716.3,716.3,716.3,0.0,0.0,0.0,1.66,,,1.56
SPY,SPY_29,2026-05-16,2026-05-16,1,730.42,730.42,730.42,730.42,0.0,0.0,0.0,0.43,,,-0.21
SPY,SPY_30,2026-05-19,2026-05-19,1,733.56,733.56,733.56,733.56,0.0,0.0,0.0,1.36,,,2.51
SPY,SPY_31,2026-06-06,2026-06-06,1,732.84,732.84,732.84,732.84,0.0,0.0,0.0,0.16,,,-1.71
SPY,SPY_32,2026-06-10,2026-06-10,1,722.14,722.14,722.14,722.14,0.0,0.0,0.0,2.75,,,0.26
SPY,SPY_33,2026-06-17,2026-06-17,1,744.11,744.11,744.11,744.11,0.0,0.0,0.0,0.28,,,-0.67
SPY,SPY_34,2026-06-21,2026-06-21,1,741.86,741.86,741.86,741.86,0.0,0.0,0.0,-0.61,,,-1.32
SPY,SPY_35,2026-06-26,2026-06-27,2,731.36,731.53,731.36,731.53,0.0,6.64,0.0,0.02,0.0,,0.0
QQQ,QQQ_1,2025-09-17,2025-09-17,1,590.22,590.22,590.22,590.22,4.07,4.07,4.07,1.52,,,1.44
QQQ,QQQ_2,2025-09-24,2025-09-25,2,596.26,593.45,593.45,596.26,0.0,0.0,0.0,-0.03,0.33,,0.46
QQQ,QQQ_3,2025-09-29,2025-09-29,1,595.4,595.4,595.4,595.4,0.0,0.0,0.0,1.71,,,0.63
QQQ,QQQ_4,2025-10-04,2025-10-04,1,602.61,602.61,602.61,602.61,0.0,0.0,0.0,1.4,,,0.31
QQQ,QQQ_5,2025-10-10,2025-10-11,2,584.43,584.43,584.43,584.43,0.0,0.0,0.0,1.93,3.03,,-0.45
QQQ,QQQ_6,2025-10-22,2025-10-22,1,607.34,607.34,607.34,607.34,0.0,0.0,0.0,1.91,,,2.79
QQQ,QQQ_7,2025-10-31,2025-11-01,2,630.6,630.6,630.6,630.6,0.0,0.0,0.0,-1.33,0.07,,-2.38
QQQ,QQQ_8,2025-11-10,2025-11-11,2,622.33,605.07,605.07,622.33,0.0,0.0,0.0,0.09,2.95,,-5.2
QQQ,QQQ_9,2025-11-14,2025-11-17,2,622.91,600.49,600.49,622.91,0.0,0.0,0.0,-2.55,-1.64,,-2.32
QQQ,QQQ_10,2025-11-21,2025-11-21,1,590.67,590.67,590.67,590.67,0.18,0.18,0.18,3.01,,,4.06
QQQ,QQQ_11,2025-12-01,2025-12-01,1,614.55,614.55,614.55,614.55,0.0,0.0,0.0,1.33,,,0.55
QQQ,QQQ_12,2025-12-08,2025-12-08,1,622.7,622.7,622.7,622.7,0.0,0.0,0.0,-0.1,,,-1.78
QQQ,QQQ_13,2025-12-11,2025-12-12,2,622.1,613.15,613.15,622.1,0.0,0.0,0.0,-1.07,-0.73,,-1.01
QQQ,QQQ_14,2025-12-15,2025-12-17,3,608.69,601.2,601.2,609.23,0.0,6.3,0.0,-0.15,1.19,2.54,1.66
QQQ,QQQ_15,2025-12-27,2026-01-02,6,622.4,612.61,612.61,622.4,0.0,0.0,0.0,-1.07,-0.87,-0.82,1.53
QQQ,QQQ_16,2026-01-11,2026-01-11,1,623.98,623.98,623.98,623.98,0.0,0.0,0.0,-0.99,,,-0.56
QQQ,QQQ_17,2026-01-14,2026-01-14,1,617.78,617.78,617.78,617.78,0.67,0.67,0.67,0.39,,,-0.23
QQQ,QQQ_18,2026-01-17,2026-01-18,2,620.19,620.19,620.19,620.19,0.0,0.0,0.0,-1.75,-0.42,,-0.58
QQQ,QQQ_19,2026-01-25,2026-01-25,1,618.76,618.76,618.76,618.76,0.0,0.0,0.0,2.21,,,0.37
QQQ,QQQ_20,2026-01-30,2026-02-01,3,619.38,618.99,618.99,619.38,0.0,0.0,0.0,1.42,-0.68,-1.86,-6.13
QQQ,QQQ_21,2026-02-04,2026-02-05,2,607.49,589.65,589.65,607.49,0.0,0.0,0.0,0.69,3.21,,0.94
QQQ,QQQ_22,2026-02-11,2026-02-14,4,610.93,596.52,596.52,610.93,6.32,0.0,0.0,-2.36,-0.6,0.48,0.86
QQQ,QQQ_23,2026-02-27,2026-02-28,2,604.61,601.49,601.49,604.61,0.0,0.0,0.0,0.34,-0.2,,1.85
QQQ,QQQ_24,2026-03-06,2026-03-08,3,600.04,589.91,589.91,600.04,0.0,0.0,0.0,0.86,1.84,2.5,-1.48
QQQ,QQQ_25,2026-03-12,2026-03-15,4,596.23,588.62,588.62,596.23,0.0,0.0,0.0,-1.28,1.13,2.51,-0.53
QQQ,QQQ_26,2026-03-21,2026-03-22,2,583.4,583.4,583.4,583.4,0.0,0.0,0.0,0.8,0.62,,-2.02
QQQ,QQQ_27,2026-03-25,2026-03-28,4,587.0,560.8,560.48,587.0,7.14,2.01,0.0,-4.46,-2.59,-0.39,4.03
QQQ,QQQ_28,2026-04-04,2026-04-04,1,579.96,579.96,579.96,579.96,0.0,0.0,0.0,4.0,,,4.36
QQQ,QQQ_29,2026-04-28,2026-04-29,2,658.93,657.98,657.98,658.93,0.0,0.0,0.0,2.37,1.96,,0.91
QQQ,QQQ_30,2026-05-16,2026-05-16,1,705.6,705.6,705.6,705.6,0.0,0.0,0.0,-0.41,,,-0.21
QQQ,QQQ_31,2026-05-19,2026-05-19,1,702.73,702.73,702.73,702.73,0.0,0.0,0.0,1.64,,,1.93
QQQ,QQQ_32,2026-06-04,2026-06-05,2,735.49,701.72,701.72,735.49,0.0,0.0,0.0,-4.25,1.93,,0.03
QQQ,QQQ_33,2026-06-10,2026-06-10,1,688.94,688.94,688.94,688.94,0.0,0.0,0.0,4.81,,,1.59
QQQ,QQQ_34,2026-06-17,2026-06-17,1,728.85,728.85,728.85,728.85,0.0,0.0,0.0,1.46,,,-1.03
QQQ,QQQ_35,2026-06-21,2026-06-21,1,732.2,732.2,732.2,732.2,2.81,2.81,2.81,-1.0,,,-2.4
QQQ,QQQ_36,2026-06-26,2026-06-27,2,706.52,706.61,706.52,706.61,0.0,0.78,0.0,0.01,0.0,,0.0
GLD,GLD_1,2025-09-18,2025-09-18,1,335.84,335.84,335.84,335.84,0.0,0.0,0.0,2.97,,,2.51
GLD,GLD_2,2025-10-18,2025-10-18,1,392.83,392.83,392.83,392.83,0.0,0.0,0.0,-4.8,,,-5.63
GLD,GLD_3,2025-10-22,2025-10-22,1,373.98,373.98,373.98,373.98,0.0,0.0,0.0,1.39,,,-3.26
GLD,GLD_4,2025-10-25,2025-10-29,4,379.16,363.56,363.56,379.16,0.0,0.0,0.0,-4.11,0.0,0.35,-0.1
GLD,GLD_5,2025-11-01,2025-11-01,1,366.26,366.26,366.26,366.26,0.0,0.0,0.0,1.48,,,0.98
GLD,GLD_6,2025-11-10,2025-11-10,1,369.44,369.44,369.44,369.44,0.0,0.0,0.0,3.94,,,-4.31
GLD,GLD_7,2025-11-15,2025-11-15,1,372.61,372.61,372.61,372.61,0.0,0.0,0.0,1.98,,,2.21
GLD,GLD_8,2025-11-22,2025-11-22,1,372.26,372.26,372.26,372.26,0.0,0.0,0.0,2.86,,,-2.26
GLD,GLD_9,2025-12-02,2025-12-03,2,386.88,386.87,386.87,386.88,3.04,0.0,0.0,1.58,1.58,,-0.4
GLD,GLD_10,2025-12-07,2025-12-08,2,386.02,386.27,386.02,386.27,0.0,3.46,0.0,0.84,1.65,,2.19
GLD,GLD_11,2025-12-14,2025-12-14,1,394.15,394.15,394.15,394.15,0.0,0.0,0.0,1.23,,,0.64
GLD,GLD_12,2025-12-25,2025-12-25,1,411.86,411.86,411.86,411.86,0.0,0.0,0.0,1.5,,,-4.7
GLD,GLD_13,2025-12-28,2026-01-01,5,418.05,396.1,396.1,418.05,0.0,0.0,0.0,-5.09,-0.82,-0.11,2.51
GLD,GLD_14,2026-01-04,2026-01-04,1,396.46,396.46,396.46,396.46,0.0,0.0,0.0,3.36,,,0.81
GLD,GLD_15,2026-01-11,2026-01-11,1,411.97,411.97,411.97,411.97,0.0,0.0,0.0,2.87,,,0.61
GLD,GLD_16,2026-01-17,2026-01-17,1,418.3,418.3,418.3,418.3,0.0,0.0,0.0,4.74,,,3.5
GLD,GLD_17,2026-01-25,2026-01-25,1,452.53,452.53,452.53,452.53,8.36,8.36,8.36,12.92,,,7.39
GLD,GLD_18,2026-01-30,2026-02-02,4,448.66,429.94,429.94,448.66,0.0,0.0,0.0,-4.17,1.76,3.38,0.22
GLD,GLD_19,2026-02-12,2026-02-12,1,450.27,450.27,450.27,450.27,5.29,5.29,5.29,2.33,,,-2.66
GLD,GLD_20,2026-02-15,2026-02-17,3,460.74,448.86,448.86,460.74,0.0,0.0,0.0,-0.8,1.74,4.36,3.51
GLD,GLD_21,2026-03-03,2026-03-04,2,471.23,472.92,471.23,472.92,0.0,8.18,0.0,0.67,0.59,,0.63
GLD,GLD_22,2026-03-12,2026-03-14,3,467.21,459.22,459.22,467.21,0.0,0.0,0.0,-1.18,-0.35,-0.06,-3.9
GLD,GLD_23,2026-03-17,2026-03-23,7,458.95,404.19,404.19,458.95,0.0,0.0,0.0,-9.95,-6.86,-4.2,-0.02
GLD,GLD_24,2026-03-30,2026-03-30,1,415.01,415.01,415.01,415.01,0.0,0.0,0.0,3.67,,,0.28
GLD,GLD_25,2026-04-05,2026-04-05,1,426.99,426.99,426.99,426.99,0.0,0.0,0.0,1.47,,,2.08
GLD,GLD_26,2026-04-12,2026-04-12,1,431.17,431.17,431.17,431.17,5.97,5.97,5.97,2.05,,,0.84
GLD,GLD_27,2026-04-16,2026-04-16,1,439.69,439.69,439.69,439.69,0.0,0.0,0.0,0.63,,,-0.4
GLD,GLD_28,2026-04-21,2026-04-21,1,433.51,433.51,433.51,433.51,0.0,0.0,0.0,-0.4,,,-1.02
GLD,GLD_29,2026-04-26,2026-04-29,4,431.5,416.96,416.96,431.5,0.0,0.0,0.0,-3.37,-1.31,0.19,-0.28
GLD,GLD_30,2026-05-02,2026-05-02,1,423.04,423.04,423.04,423.04,0.0,0.0,0.0,-1.17,,,1.49
GLD,GLD_31,2026-05-10,2026-05-10,1,430.9,430.9,430.9,430.9,0.0,0.0,0.0,0.14,,,-1.76
GLD,GLD_32,2026-05-15,2026-05-16,2,416.72,416.72,416.72,416.72,0.0,0.0,0.0,0.9,-1.16,,-0.13
GLD,GLD_33,2026-05-22,2026-05-23,2,413.45,413.45,413.45,413.45,0.0,0.0,0.0,0.64,0.22,,-2.36
GLD,GLD_34,2026-05-26,2026-05-27,2,414.37,408.31,408.31,414.37,0.0,0.0,0.0,0.66,1.41,,0.4
GLD,GLD_35,2026-05-31,2026-06-01,2,414.06,411.04,411.04,414.06,0.0,0.0,0.0,-1.49,-0.16,,-3.93
GLD,GLD_36,2026-06-06,2026-06-06,1,397.33,397.33,397.33,397.33,6.7,6.7,6.7,-1.67,,,-5.57
GLD,GLD_37,2026-06-10,2026-06-10,1,372.26,372.26,372.26,372.26,0.0,0.0,0.0,5.07,,,2.57
GLD,GLD_38,2026-06-18,2026-06-21,4,383.9,381.09,381.09,383.9,0.0,0.0,0.0,-0.73,0.63,-1.04,-3.87
GLD,GLD_39,2026-06-24,2026-06-24,1,368.22,368.22,368.22,368.22,0.0,0.0,0.0,1.75,,,1.44
NVDA,NVDA_1,2025-08-14,2025-08-16,3,180.96,180.08,180.08,180.96,0.0,0.0,0.0,0.56,-2.44,-2.44,-1.19
NVDA,NVDA_2,2025-08-20,2025-08-20,1,175.68,175.68,175.68,175.68,0.0,0.0,0.0,0.91,,,0.11
NVDA,NVDA_3,2025-08-30,2025-09-03,3,174.67,169.3,169.12,174.67,0.0,3.14,0.0,-1.86,-1.44,-1.55,-0.88
NVDA,NVDA_4,2025-09-06,2025-09-06,1,166.68,166.68,166.68,166.68,0.0,0.0,0.0,6.29,,,4.2
NVDA,NVDA_5,2025-09-15,2025-09-17,3,177.43,171.42,171.42,177.43,0.0,0.0,0.0,-0.89,0.48,2.85,4.26
NVDA,NVDA_6,2025-09-24,2025-09-24,1,176.94,176.94,176.94,176.94,0.0,0.0,0.0,0.58,,,2.36
NVDA,NVDA_7,2025-10-04,2025-10-07,3,187.13,185.46,185.46,187.13,0.0,0.0,0.0,1.21,3.61,-1.83,-3.87
NVDA,NVDA_8,2025-10-11,2025-10-11,1,182.07,182.07,182.07,182.07,0.0,0.0,0.0,-0.56,,,-3.84
NVDA,NVDA_9,2025-10-15,2025-10-16,2,181.05,180.66,180.66,181.05,0.0,0.0,0.0,1.59,1.59,,-1.22
NVDA,NVDA_10,2025-10-20,2025-10-22,3,183.54,180.75,180.75,183.54,0.0,0.0,0.0,-0.34,1.96,2.49,5.12
NVDA,NVDA_11,2025-10-31,2025-11-01,2,203.61,203.61,203.61,203.61,0.0,0.0,0.0,-4.21,-1.72,,-8.3
NVDA,NVDA_12,2025-11-09,2025-11-09,1,194.56,194.56,194.56,194.56,0.0,0.0,0.0,-1.15,,,-4.18
NVDA,NVDA_13,2025-11-12,2025-11-13,2,192.32,186.84,186.84,192.32,0.0,0.0,0.0,-6.18,-3.43,,-0.83
NVDA,NVDA_14,2025-11-15,2025-11-16,2,180.44,180.44,180.44,180.44,9.49,0.0,0.0,-2.54,8.59,,-2.77
NVDA,NVDA_15,2025-11-21,2025-11-22,2,179.63,179.49,179.49,179.63,0.0,0.0,0.0,-0.13,-1.57,,0.2
NVDA,NVDA_16,2025-11-25,2025-11-25,1,176.67,176.67,176.67,176.67,0.0,0.0,0.0,0.31,,,-1.26
NVDA,NVDA_17,2025-12-06,2025-12-06,1,181.76,181.76,181.76,181.76,1.2,1.2,1.2,1.27,,,-0.1
NVDA,NVDA_18,2025-12-10,2025-12-12,3,181.56,174.43,174.43,181.56,0.0,0.0,0.0,-2.96,-2.61,0.86,0.49
NVDA,NVDA_19,2025-12-25,2025-12-25,1,187.41,187.41,187.41,187.41,0.0,0.0,0.0,1.85,,,-1.76
NVDA,NVDA_20,2025-12-30,2026-01-01,3,187.03,185.99,185.99,187.03,0.0,0.0,0.0,0.81,0.85,0.73,-0.41
NVDA,NVDA_21,2026-01-04,2026-01-04,1,187.34,187.34,187.34,187.34,0.0,0.0,0.0,0.82,,,-1.53
NVDA,NVDA_22,2026-01-09,2026-01-10,2,184.83,182.58,182.58,184.83,0.0,0.0,0.0,-0.01,1.64,,-0.64
NVDA,NVDA_23,2026-01-17,2026-01-18,2,185.29,184.57,184.57,185.29,0.0,0.0,0.0,-3.0,-0.54,,-0.45
NVDA,NVDA_24,2026-01-20,2026-01-20,1,179.73,179.73,179.73,179.73,5.68,5.68,5.68,4.04,,,2.32
NVDA,NVDA_25,2026-01-26,2026-01-26,1,186.05,186.05,186.05,186.05,0.0,0.0,0.0,2.13,,,0.64
NVDA,NVDA_26,2026-01-30,2026-01-31,2,189.91,184.84,184.84,189.91,0.0,0.0,0.0,-1.5,-2.94,,-4.79
NVDA,NVDA_27,2026-02-03,2026-02-05,3,179.41,170.79,170.79,179.41,1.67,0.0,0.0,3.34,4.52,9.5,2.57
NVDA,NVDA_28,2026-02-13,2026-02-13,1,182.43,182.43,182.43,182.43,0.0,0.0,0.0,-0.67,,,1.28
NVDA,NVDA_29,2026-02-16,2026-02-16,1,181.21,181.21,181.21,181.21,0.0,0.0,0.0,3.21,,,2.13
NVDA,NVDA_30,2026-02-27,2026-02-27,1,177.96,177.96,177.96,177.96,0.0,0.0,0.0,1.87,,,-0.25
NVDA,NVDA_31,2026-03-06,2026-03-08,3,177.82,174.84,174.84,177.82,0.0,0.0,0.0,2.18,4.8,5.46,0.92
NVDA,NVDA_32,2026-03-13,2026-03-14,2,179.65,177.73,177.73,179.65,0.0,0.0,0.0,1.35,2.67,,-1.93
NVDA,NVDA_33,2026-03-19,2026-03-21,3,178.84,173.91,173.91,178.84,0.0,0.0,0.0,-2.61,0.57,1.58,2.46
NVDA,NVDA_34,2026-03-27,2026-03-28,2,167.19,167.6,167.19,167.6,0.0,7.54,0.0,-2.34,4.25,,6.23
NVDA,NVDA_35,2026-03-30,2026-03-30,1,163.28,163.28,163.28,163.28,0.0,0.0,0.0,8.57,,,1.04
NVDA,NVDA_36,2026-04-04,2026-04-05,2,176.48,175.56,175.56,176.48,0.0,0.0,0.0,3.31,3.33,,3.68
NVDA,NVDA_37,2026-04-19,2026-04-19,1,197.7,197.7,197.7,197.7,0.0,0.0,0.0,2.16,,,-1.15
NVDA,NVDA_38,2026-04-29,2026-05-01,3,210.3,198.01,198.01,210.3,0.0,0.0,0.0,-5.29,-0.08,-0.05,-1.29
NVDA,NVDA_39,2026-05-05,2026-05-05,1,196.61,196.61,196.61,196.61,0.0,0.0,0.0,9.59,,,4.35
NVDA,NVDA_40,2026-05-16,2026-05-16,1,221.6,221.6,221.6,221.6,0.0,0.0,0.0,0.21,,,-2.68
NVDA,NVDA_41,2026-05-19,2026-05-22,4,222.07,214.32,214.32,222.07,0.0,0.0,0.0,-3.49,-0.34,-0.67,-2.58
NVDA,NVDA_42,2026-05-27,2026-05-27,1,211.81,211.81,211.81,211.81,0.0,0.0,0.0,2.29,,,0.96
NVDA,NVDA_43,2026-06-03,2026-06-03,1,213.2,213.2,213.2,213.2,0.0,0.0,0.0,-3.51,,,-4.16
NVDA,NVDA_44,2026-06-06,2026-06-06,1,205.71,205.71,205.71,205.71,9.5,9.5,9.5,0.21,,,-3.75
NVDA,NVDA_45,2026-06-10,2026-06-10,1,199.83,199.83,199.83,199.83,0.0,0.0,0.0,2.73,,,1.12
NVDA,NVDA_46,2026-06-13,2026-06-13,1,205.29,205.29,205.29,205.29,0.0,0.0,0.0,1.08,,,-1.22
NVDA,NVDA_47,2026-06-17,2026-06-17,1,205.58,205.58,205.58,205.58,0.0,0.0,0.0,1.66,,,-1.14
NVDA,NVDA_48,2026-06-20,2026-06-26,7,208.99,192.86,192.86,208.99,0.88,0.0,0.0,-4.06,-3.44,-6.37,0.0
